Name,Description,semantic
recode-sr-latin - convert Serbian text from Cyrillic to Latin script,Recode Serbian text from Cyrillic to Latin script. The input text isread from standard input. The converted text is output to standardoutput.,recode-sr-latin - convert Serbian text from Cyrillic to Latin script Recode Serbian text from Cyrillic to Latin script. The input text isread from standard input. The converted text is output to standardoutput.
rename - rename files,rename will rename the specified files by replacing the first occur‐rence of expression in their name by replacement.,rename - rename files rename will rename the specified files by replacing the first occur‐rence of expression in their name by replacement.
renice - alter priority of running processes,"renice alters the scheduling priority of one or more running processes.The first argument is the priority value to be used. The other argu‐ments are interpreted as process IDs (by default), process group IDs,","renice - alter priority of running processes renice alters the scheduling priority of one or more running processes.The first argument is the priority value to be used. The other argu‐ments are interpreted as process IDs (by default), process group IDs,"
repo-graph - output a full package dependency graph in dot format,repo-graph is a program that generates a full package dependency listfrom a yum repository and outputs it in dot format.,repo-graph - output a full package dependency graph in dot format repo-graph is a program that generates a full package dependency listfrom a yum repository and outputs it in dot format.
repo-rss - generates an RSS feed from one or more Yum repositories,repo-rss is a program for generating RSS feeds for one or more Yumrepositories.,repo-rss - generates an RSS feed from one or more Yum repositories repo-rss is a program for generating RSS feeds for one or more Yumrepositories.
repoclosure - display a list of unresolved dependencies for a yumrepository,"repoclosure is a program that reads package metadata from one or moreyum repositories, checks all dependencies, and displays a list of pack‐ages with unresolved dependencies.","repoclosure - display a list of unresolved dependencies for a yumrepository repoclosure is a program that reads package metadata from one or moreyum repositories, checks all dependencies, and displays a list of pack‐ages with unresolved dependencies."
repodiff - list differences between two or more Yum repositories,repodiff is a program which will list differences between two sets ofrepositories. Note that by default only source packages are compared.,repodiff - list differences between two or more Yum repositories repodiff is a program which will list differences between two sets ofrepositories. Note that by default only source packages are compared.
repomanage - list the newest or oldest RPM packages in a directory,repomanage is a program to manage a directory of RPM packages. It dis‐plays a list of the newest or oldest packages in a directory for easypiping to xargs or similar programs.,repomanage - list the newest or oldest RPM packages in a directory repomanage is a program to manage a directory of RPM packages. It dis‐plays a list of the newest or oldest packages in a directory for easypiping to xargs or similar programs.
repoquery - query information from Yum repositories,repoquery is a program for querying information from YUM repositoriessimilarly to rpm queries.,repoquery - query information from Yum repositories repoquery is a program for querying information from YUM repositoriessimilarly to rpm queries.
report-cli - Work with ABRT problem directories from command line.,"report-cli is a command line tool that manages application crashes andother problems caught by abrtd daemon, or created by other programsusing libreport. It enables access to, manipulation of problem data,","report-cli - Work with ABRT problem directories from command line. report-cli is a command line tool that manages application crashes andother problems caught by abrtd daemon, or created by other programsusing libreport. It enables access to, manipulation of problem data,"
